,Case,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Max_Flexure_MPa,Max_Shear_MPa,Compressive_Strength_Mpa,Flexural Strength_Mpa,Flexure_SR
278,P27.5_E35_S250_PosIL_H75,35,27.5,250,IL,5.76374,0.623848,49,4.9,1.18
279,P27.5_E35_S275_PosCL_H75,35,27.5,275,CL,2.92381,2.1892,49,4.9,0.60
280,P27.5_E35_S275_PosEL_H75,35,27.5,275,EL,7.46648,1.25544,49,4.9,1.52
281,P27.5_E35_S275_PosIL_H75,35,27.5,275,IL,5.67165,0.620775,49,4.9,1.16
282,P27.5_E35_S300_PosCL_H75,35,27.5,300,CL,2.90516,2.14275,49,4.9,0.59
283,P27.5_E35_S300_PosEL_H75,35,27.5,300,EL,7.35444,1.24828,49,4.9,1.50
284,P27.5_E35_S300_PosIL_H75,35,27.5,300,IL,5.58404,0.617823,49,4.9,1.14
285,P30_E35_S200_PosCL_H75,35,30,200,CL,3.18052,2.34428,49,4.9,0.65
286,P30_E35_S200_PosEL_H75,35,30,200,EL,8.27084,1.34796,49,4.9,1.69
287,P30_E35_S200_PosIL_H75,35,30,200,IL,6.42643,0.65228,49,4.9,1.31
288,P30_E35_S225_PosCL_H75,35,30,225,CL,3.15593,2.28436,49,4.9,0.64
289,P30_E35_S225_PosEL_H75,35,30,225,EL,8.12956,1.33882,49,4.9,1.66
290,P30_E35_S225_PosIL_H75,35,30,225,IL,6.31352,0.649407,49,4.9,1.29
291,P30_E35_S250_PosCL_H75,35,30,250,CL,3.13309,2.22981,49,4.9,0.64
292,P30_E35_S250_PosEL_H75,35,30,250,EL,7.99552,1.33007,49,4.9,1.63
293,P30_E35_S250_PosIL_H75,35,30,250,IL,6.20639,0.646666,49,4.9,1.27
294,P30_E35_S275_PosCL_H75,35,30,275,CL,3.1122,2.1799,49,4.9,0.64
295,P30_E35_S275_PosEL_H75,35,30,275,EL,7.86813,1.32167,49,4.9,1.61
296,P30_E35_S275_PosIL_H75,35,30,275,IL,6.1046,0.644045,49,4.9,1.25
297,P30_E35_S300_PosCL_H75,35,30,300,CL,3.09304,2.134,49,4.9,0.63
298,P30_E35_S300_PosEL_H75,35,30,300,EL,7.74687,1.3136,49,4.9,1.58
299,P30_E35_S300_PosIL_H75,35,30,300,IL,6.00774,0.641537,49,4.9,1.23
