,Case,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Max_Flexure_MPa,Max_Shear_MPa,Compressive_Strength_Mpa,Flexural Strength_Mpa,Flexure_SR
278,P27.5_E35_S250_PosIL_H150,35,27.5,250,IL,1.6766,0.427316,49,4.9,0.34
279,P27.5_E35_S275_PosCL_H150,35,27.5,275,CL,0.759936,0.968031,49,4.9,0.16
280,P27.5_E35_S275_PosEL_H150,35,27.5,275,EL,2.1871,0.592824,49,4.9,0.45
281,P27.5_E35_S275_PosIL_H150,35,27.5,275,IL,1.67135,0.427148,49,4.9,0.34
282,P27.5_E35_S300_PosCL_H150,35,27.5,300,CL,0.758358,0.962395,49,4.9,0.15
283,P27.5_E35_S300_PosEL_H150,35,27.5,300,EL,2.1805,0.592396,49,4.9,0.45
284,P27.5_E35_S300_PosIL_H150,35,27.5,300,IL,1.66615,0.426981,49,4.9,0.34
285,P30_E35_S200_PosCL_H150,35,30,200,CL,0.823774,1.00716,49,4.9,0.17
286,P30_E35_S200_PosEL_H150,35,30,200,EL,2.3536,0.616004,49,4.9,0.48
287,P30_E35_S200_PosIL_H150,35,30,200,IL,1.83275,0.442272,49,4.9,0.37
288,P30_E35_S225_PosCL_H150,35,30,225,CL,0.821961,1.00104,49,4.9,0.17
289,P30_E35_S225_PosEL_H150,35,30,225,EL,2.34624,0.615521,49,4.9,0.48
290,P30_E35_S225_PosIL_H150,35,30,225,IL,1.82688,0.442077,49,4.9,0.37
291,P30_E35_S250_PosCL_H150,35,30,250,CL,0.820174,0.995054,49,4.9,0.17
292,P30_E35_S250_PosEL_H150,35,30,250,EL,2.33895,0.615042,49,4.9,0.48
293,P30_E35_S250_PosIL_H150,35,30,250,IL,1.82106,0.441884,49,4.9,0.37
294,P30_E35_S275_PosCL_H150,35,30,275,CL,0.818412,0.989203,49,4.9,0.17
295,P30_E35_S275_PosEL_H150,35,30,275,EL,2.33173,0.614567,49,4.9,0.48
296,P30_E35_S275_PosIL_H150,35,30,275,IL,1.8153,0.441692,49,4.9,0.37
297,P30_E35_S300_PosCL_H150,35,30,300,CL,0.816674,0.98348,49,4.9,0.17
298,P30_E35_S300_PosEL_H150,35,30,300,EL,2.32457,0.614095,49,4.9,0.47
299,P30_E35_S300_PosIL_H150,35,30,300,IL,1.80958,0.441502,49,4.9,0.37
