,Case,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Max_Flexure_MPa,Max_Shear_MPa,Compressive_Strength_Mpa,Flexural Strength_Mpa,Flexure_SR
278,P27.5_E35_S250_PosIL_H100,35,27.5,250,IL,3.5965,0.495057,49,4.9,0.73
279,P27.5_E35_S275_PosCL_H100,35,27.5,275,CL,1.72567,1.61819,49,4.9,0.35
280,P27.5_E35_S275_PosEL_H100,35,27.5,275,EL,4.66965,0.896619,49,4.9,0.95
281,P27.5_E35_S275_PosIL_H100,35,27.5,275,IL,3.56525,0.493758,49,4.9,0.73
282,P27.5_E35_S300_PosCL_H100,35,27.5,300,CL,1.71774,1.59534,49,4.9,0.35
283,P27.5_E35_S300_PosEL_H100,35,27.5,300,EL,4.63103,0.893891,49,4.9,0.95
284,P27.5_E35_S300_PosIL_H100,35,27.5,300,IL,3.5348,0.492485,49,4.9,0.72
285,P30_E35_S200_PosCL_H100,35,30,200,CL,1.86446,1.71022,49,4.9,0.38
286,P30_E35_S200_PosEL_H100,35,30,200,EL,5.08191,0.952657,49,4.9,1.04
287,P30_E35_S200_PosIL_H100,35,30,200,IL,3.95506,0.514955,49,4.9,0.81
288,P30_E35_S225_PosCL_H100,35,30,225,CL,1.85445,1.68316,49,4.9,0.38
289,P30_E35_S225_PosEL_H100,35,30,225,EL,5.03658,0.949382,49,4.9,1.03
290,P30_E35_S225_PosIL_H100,35,30,225,IL,3.91894,0.51414,49,4.9,0.80
291,P30_E35_S250_PosCL_H100,35,30,250,CL,1.84484,1.65761,49,4.9,0.38
292,P30_E35_S250_PosEL_H100,35,30,250,EL,4.99246,0.94618,49,4.9,1.02
293,P30_E35_S250_PosIL_H100,35,30,250,IL,3.88378,0.513345,49,4.9,0.79
294,P30_E35_S275_PosCL_H100,35,30,275,CL,1.83674,1.63344,49,4.9,0.37
295,P30_E35_S275_PosEL_H100,35,30,275,EL,4.9495,0.943048,49,4.9,1.01
296,P30_E35_S275_PosIL_H100,35,30,275,IL,3.84951,0.512568,49,4.9,0.79
297,P30_E35_S300_PosCL_H100,35,30,300,CL,1.82897,1.61055,49,4.9,0.37
298,P30_E35_S300_PosEL_H100,35,30,300,EL,4.90765,0.939982,49,4.9,1.00
299,P30_E35_S300_PosIL_H100,35,30,300,IL,3.81612,0.511809,49,4.9,0.78
