Thickness_mm,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Flexure_SR
94.96978279628931,30.0,20.0,300.0,CL,0.32
104.87892585145354,30.0,20.0,300.0,EL,0.88
90.6706486947156,30.0,20.0,300.0,IL,0.64
101.39779369742632,30.0,22.5,200.0,CL,0.36
105.24917371481381,30.0,22.5,200.0,EL,0.99
107.53531273523498,30.0,22.5,200.0,IL,0.74
96.84163497431815,30.0,22.5,225.0,CL,0.36
106.42514609344026,30.0,22.5,225.0,EL,0.98
92.21263473910415,30.0,22.5,225.0,IL,0.73
106.92904583469036,30.0,22.5,250.0,CL,0.35
92.54977324663965,30.0,22.5,250.0,EL,0.97
97.94574581120735,30.0,22.5,250.0,IL,0.72
105.94590731559107,30.0,22.5,275.0,CL,0.35
92.99834854697548,30.0,22.5,275.0,EL,0.97
94.58502790465283,30.0,22.5,275.0,IL,0.71
104.44505136786132,30.0,22.5,300.0,CL,0.35
104.40073073092148,30.0,22.5,300.0,EL,0.96
102.82295265770594,30.0,22.5,300.0,IL,0.71
103.878968889342,30.0,25.0,200.0,CL,0.38
100.85448886695193,30.0,25.0,200.0,EL,1.06
95.03598117813905,30.0,25.0,200.0,IL,0.8
96.91391987007839,30.0,25.0,225.0,CL,0.38
93.63195433602851,30.0,25.0,225.0,EL,1.05
108.16901122667257,30.0,25.0,225.0,IL,0.79
101.66783589532241,30.0,25.0,250.0,CL,0.38
98.0170283352728,30.0,25.0,250.0,EL,1.04
99.24011607288266,30.0,25.0,250.0,IL,0.79
108.94566679223631,30.0,25.0,275.0,CL,0.37
93.06702806232161,30.0,25.0,275.0,EL,1.03
101.72459664033595,30.0,25.0,275.0,IL,0.78
100.11777357768932,30.0,25.0,300.0,CL,0.37
102.22908470869295,30.0,25.0,300.0,EL,1.02
90.36220367641681,30.0,25.0,300.0,IL,0.77
107.44247817888302,30.0,27.5,200.0,CL,0.41
108.64236564967224,30.0,27.5,200.0,EL,1.13
101.30266367178417,30.0,27.5,200.0,IL,0.86
103.93301647753785,30.0,27.5,225.0,CL,0.41
108.44998762354592,30.0,27.5,225.0,EL,1.12
104.14477268626797,30.0,27.5,225.0,IL,0.85
93.05078085828522,30.0,27.5,250.0,CL,0.41
101.52576720333626,30.0,27.5,250.0,EL,1.11
102.13430092765712,30.0,27.5,250.0,IL,0.84
98.48261342604772,30.0,27.5,275.0,CL,0.41
104.72888471249446,30.0,27.5,275.0,EL,1.1
108.6873402953803,30.0,27.5,275.0,IL,0.84
108.51137025813553,30.0,27.5,300.0,CL,0.41
99.01678742808264,30.0,27.5,300.0,EL,1.08
92.2647609168151,30.0,27.5,300.0,IL,0.83
109.69682397924669,30.0,30.0,200.0,CL,0.44
106.77796172891868,30.0,30.0,200.0,EL,1.2
92.49325362406533,30.0,30.0,200.0,IL,0.93
108.41683765234745,30.0,30.0,225.0,CL,0.44
107.39792724124257,30.0,30.0,225.0,EL,1.18
100.37676114252145,30.0,30.0,225.0,IL,0.92
101.82550871489859,30.0,30.0,250.0,CL,0.44
97.9800540774026,30.0,30.0,250.0,EL,1.17
91.09523277644062,30.0,30.0,250.0,IL,0.91
96.70394483291801,30.0,30.0,275.0,CL,0.43
106.05706897196023,30.0,30.0,275.0,EL,1.16
90.09264046009206,30.0,30.0,275.0,IL,0.9
96.66998343382288,30.0,30.0,300.0,CL,0.43
97.96337387181887,30.0,30.0,300.0,EL,1.15
100.74791205875846,30.0,30.0,300.0,IL,0.89
108.39711232825522,35.0,20.0,200.0,CL,0.29
96.92691988731923,35.0,20.0,200.0,EL,0.79
96.93906403792455,35.0,20.0,200.0,IL,0.58
104.75002496219497,35.0,20.0,225.0,CL,0.28
99.04435881779614,35.0,20.0,225.0,EL,0.78
94.49209645879964,35.0,20.0,225.0,IL,0.57
99.04879032265387,35.0,20.0,250.0,CL,0.28
92.817140407596,35.0,20.0,250.0,EL,0.78
93.52773973012447,35.0,20.0,250.0,IL,0.57
99.9673554547896,35.0,20.0,275.0,CL,0.28
98.37850899009096,35.0,20.0,275.0,EL,0.77
108.296918021362,35.0,20.0,275.0,IL,0.56
97.24787798233267,35.0,20.0,300.0,CL,0.28
101.61176700556086,35.0,20.0,300.0,EL,0.76
102.6452857583906,35.0,20.0,300.0,IL,0.56
90.26188913176668,35.0,22.5,200.0,CL,0.31
103.27074744033422,35.0,22.5,200.0,EL,0.86
93.56071933739503,35.0,22.5,200.0,IL,0.64
109.2214063493891,35.0,22.5,225.0,CL,0.31
92.97325455506225,35.0,22.5,225.0,EL,0.85
98.29248247454048,35.0,22.5,225.0,IL,0.63
91.70699336157287,35.0,22.5,250.0,CL,0.31
109.93748503691894,35.0,22.5,250.0,EL,0.85
100.04390020662485,35.0,22.5,250.0,IL,0.63
101.90770034640087,35.0,22.5,275.0,CL,0.3
91.34152954776854,35.0,22.5,275.0,EL,0.84
104.99920940798356,35.0,22.5,275.0,IL,0.62
94.19811186191171,35.0,22.5,300.0,CL,0.3
107.96108578881427,35.0,22.5,300.0,EL,0.83
94.10279280964015,35.0,22.5,300.0,IL,0.62
93.81375441327333,35.0,25.0,200.0,CL,0.33
90.7309933569619,35.0,25.0,200.0,EL,0.92
99.44133890219999,35.0,25.0,200.0,IL,0.7
101.29682266525234,35.0,25.0,225.0,CL,0.33
91.31417278856705,35.0,25.0,225.0,EL,0.91
105.51055233390021,35.0,25.0,225.0,IL,0.69
99.06577669496055,35.0,25.0,250.0,CL,0.33
100.4878053865516,35.0,25.0,250.0,EL,0.9
98.81525493876457,35.0,25.0,250.0,IL,0.68
98.01526121750652,35.0,25.0,275.0,CL,0.32
101.19280662616436,35.0,25.0,275.0,EL,0.9
93.10480491861425,35.0,25.0,275.0,IL,0.68
93.63856260990542,35.0,25.0,300.0,CL,0.32
107.23571242027035,35.0,25.0,300.0,EL,0.89
108.92230924267265,35.0,25.0,300.0,IL,0.67
97.46618632559506,35.0,27.5,200.0,CL,0.36
95.41489346287108,35.0,27.5,200.0,EL,0.98
102.87999086478031,35.0,27.5,200.0,IL,0.75
98.17468342196193,35.0,27.5,225.0,CL,0.36
90.5077271132069,35.0,27.5,225.0,EL,0.97
93.1230519473238,35.0,27.5,225.0,IL,0.74
104.31944457694794,35.0,27.5,250.0,CL,0.35
103.17847883820303,35.0,27.5,250.0,EL,0.96
90.54191985006968,35.0,27.5,250.0,IL,0.73
94.43944323865898,35.0,27.5,275.0,CL,0.35
94.62149593176143,35.0,27.5,275.0,EL,0.95
103.43785487197457,35.0,27.5,275.0,IL,0.73
90.39421075508729,35.0,27.5,300.0,CL,0.35
92.08217163969148,35.0,27.5,300.0,EL,0.95
105.99832170746379,35.0,27.5,300.0,IL,0.72
93.57089324108668,35.0,30.0,200.0,CL,0.38
103.0549221570375,35.0,30.0,200.0,EL,1.04
94.76365562093453,35.0,30.0,200.0,IL,0.81
91.9888278551869,35.0,30.0,225.0,CL,0.38
94.86344381998909,35.0,30.0,225.0,EL,1.03
104.44533863711318,35.0,30.0,225.0,IL,0.8
107.11392936212572,35.0,30.0,250.0,CL,0.38
106.60439729133984,35.0,30.0,250.0,EL,1.02
97.9436705923691,35.0,30.0,250.0,IL,0.79
103.36170273141292,35.0,30.0,275.0,CL,0.37
94.09968590831642,35.0,30.0,275.0,EL,1.01
95.86295460522027,35.0,30.0,275.0,IL,0.79
107.9267163704224,35.0,30.0,300.0,CL,0.37
90.26003847021472,35.0,30.0,300.0,EL,1.0
91.71017061708936,35.0,30.0,300.0,IL,0.78
117.69715637865069,20.0,20.0,200.0,CL,0.31
113.16330509684549,20.0,20.0,200.0,EL,0.88
117.03588587724494,20.0,20.0,200.0,IL,0.64
127.0760390242423,20.0,20.0,225.0,CL,0.31
123.03561376481245,20.0,20.0,225.0,EL,0.87
134.81679277692436,20.0,20.0,225.0,IL,0.63
132.93608904346104,20.0,20.0,250.0,CL,0.31
121.0454337924469,20.0,20.0,250.0,EL,0.87
118.98558583578232,20.0,20.0,250.0,IL,0.63
121.99231020418168,20.0,20.0,275.0,CL,0.3
127.2573735628702,20.0,20.0,275.0,EL,0.86
119.20159102057191,20.0,20.0,275.0,IL,0.62
128.10372269622835,20.0,20.0,300.0,CL,0.3
122.73529130478101,20.0,20.0,300.0,EL,0.85
126.3011795212995,20.0,20.0,300.0,IL,0.62
123.40316322838292,20.0,22.5,200.0,CL,0.3
119.86164398854794,20.0,22.5,200.0,EL,0.85
136.21133267405392,20.0,22.5,200.0,IL,0.63
131.59014485399402,20.0,22.5,225.0,CL,0.3
116.00282939416131,20.0,22.5,225.0,EL,0.85
134.21169939744783,20.0,22.5,225.0,IL,0.63
124.68577995623784,20.0,22.5,250.0,CL,0.3
134.86380567235227,20.0,22.5,250.0,EL,0.84
132.49638139868287,20.0,22.5,250.0,IL,0.62
123.13033761173084,20.0,22.5,275.0,CL,0.3
113.06173270800294,20.0,22.5,275.0,EL,0.84
119.21693398462365,20.0,22.5,275.0,IL,0.62
126.04085536652167,20.0,22.5,300.0,CL,0.29
128.33695549565368,20.0,22.5,300.0,EL,0.83
118.94719213583005,20.0,22.5,300.0,IL,0.61
115.9839018518206,20.0,25.0,200.0,CL,0.29
133.37325591998248,20.0,25.0,200.0,EL,0.82
137.1100545175888,20.0,25.0,200.0,IL,0.62
125.64225455756714,20.0,25.0,225.0,CL,0.29
116.79198214620759,20.0,25.0,225.0,EL,0.81
119.30768316298422,20.0,25.0,225.0,IL,0.62
112.95976691368666,20.0,25.0,250.0,CL,0.29
135.35747016401248,20.0,25.0,250.0,EL,0.81
115.44377707225352,20.0,25.0,250.0,IL,0.61
126.91291188785634,20.0,25.0,275.0,CL,0.28
119.35138051718015,20.0,25.0,275.0,EL,0.8
126.35445006289484,20.0,25.0,275.0,IL,0.61
128.7855097087966,20.0,25.0,300.0,CL,0.28
133.24354509268005,20.0,25.0,300.0,EL,0.8
117.66053179401509,20.0,25.0,300.0,IL,0.6
112.77489571646201,20.0,27.5,200.0,CL,0.29
115.92214075172018,20.0,27.5,200.0,EL,0.8
135.00046604620263,20.0,27.5,200.0,IL,0.61
134.3472519390629,20.0,27.5,225.0,CL,0.29
127.43532755425771,20.0,27.5,225.0,EL,0.79
127.51292151084134,20.0,27.5,225.0,IL,0.6
129.12591686365639,20.0,27.5,250.0,CL,0.28
116.88428196558624,20.0,27.5,250.0,EL,0.78
135.360298648124,20.0,27.5,250.0,IL,0.6
122.96926312230183,20.0,27.5,275.0,CL,0.28
122.07846320623744,20.0,27.5,275.0,EL,0.78
125.47294263207094,20.0,27.5,275.0,IL,0.59
113.67414916937638,20.0,27.5,300.0,CL,0.28
116.65708421890199,20.0,27.5,300.0,EL,0.77
130.95084041065925,20.0,27.5,300.0,IL,0.59
114.56996669812816,20.0,30.0,200.0,CL,0.28
127.57880273665971,20.0,30.0,200.0,EL,0.78
118.63372774203302,20.0,30.0,200.0,IL,0.6
122.23239035104942,20.0,30.0,225.0,CL,0.28
119.7173434192675,20.0,30.0,225.0,EL,0.77
121.39181791162373,20.0,30.0,225.0,IL,0.6
130.47614762960615,20.0,30.0,250.0,CL,0.28
119.92804289057938,20.0,30.0,250.0,EL,0.76
126.66011600742243,20.0,30.0,250.0,IL,0.59
124.40126005497748,20.0,30.0,275.0,CL,0.28
129.0917791340662,20.0,30.0,275.0,EL,0.76
135.92074348311894,20.0,30.0,275.0,IL,0.59
130.81430243025625,20.0,30.0,300.0,CL,0.28
117.87350946476892,20.0,30.0,300.0,EL,0.75
113.27957837653211,20.0,30.0,300.0,IL,0.58
119.05660110749562,25.0,20.0,200.0,CL,0.31
127.37694826750638,25.0,20.0,200.0,EL,0.89
113.78564533710626,25.0,20.0,200.0,IL,0.65
124.9091561800309,25.0,20.0,225.0,CL,0.31
127.42107122292222,25.0,20.0,225.0,EL,0.89
120.85609727042402,25.0,20.0,225.0,IL,0.64
131.77280509364556,25.0,20.0,250.0,CL,0.31
115.16495632834429,25.0,20.0,250.0,EL,0.88
114.37844454339522,25.0,20.0,250.0,IL,0.64
130.7047189050901,25.0,20.0,275.0,CL,0.31
124.88728290515496,25.0,20.0,275.0,EL,0.87
129.71005991069342,25.0,20.0,275.0,IL,0.64
123.37068346509366,25.0,20.0,300.0,CL,0.31
118.66005083097767,25.0,20.0,300.0,EL,0.87
132.977557941855,25.0,20.0,300.0,IL,0.63
132.48539697422447,25.0,22.5,200.0,CL,0.3
129.86741177136068,25.0,22.5,200.0,EL,0.87
119.30362843074907,25.0,22.5,200.0,IL,0.64
127.25576667172717,25.0,22.5,225.0,CL,0.3
121.52434742350067,25.0,22.5,225.0,EL,0.86
114.78955183316586,25.0,22.5,225.0,IL,0.64
135.43283938655605,25.0,22.5,250.0,CL,0.3
115.92046577297404,25.0,22.5,250.0,EL,0.86
136.25593384552008,25.0,22.5,250.0,IL,0.63
123.6501443239489,25.0,22.5,275.0,CL,0.3
117.12832322096548,25.0,22.5,275.0,EL,0.85
126.04752368445895,25.0,22.5,275.0,IL,0.63
134.3236458969102,25.0,22.5,300.0,CL,0.3
130.80562216023904,25.0,22.5,300.0,EL,0.84
132.66402869653623,25.0,22.5,300.0,IL,0.62
128.96958416776795,25.0,25.0,200.0,CL,0.29
129.80691411294632,25.0,25.0,200.0,EL,0.83
133.72989128913298,25.0,25.0,200.0,IL,0.63
118.74170022147965,25.0,25.0,225.0,CL,0.29
124.7356240910785,25.0,25.0,225.0,EL,0.83
118.03023604549006,25.0,25.0,225.0,IL,0.63
137.19170019991617,25.0,25.0,250.0,CL,0.29
136.10148349216533,25.0,25.0,250.0,EL,0.82
113.48567028421265,25.0,25.0,250.0,IL,0.62
130.1393793128922,25.0,25.0,275.0,CL,0.29
135.63120793539164,25.0,25.0,275.0,EL,0.82
117.01438362818334,25.0,25.0,275.0,IL,0.62
126.69863076381574,25.0,25.0,300.0,CL,0.29
135.38720743970106,25.0,25.0,300.0,EL,0.81
113.34864946464498,25.0,25.0,300.0,IL,0.61
129.935506681171,25.0,27.5,200.0,CL,0.29
119.93372518431377,25.0,27.5,200.0,EL,0.81
135.60990488441325,25.0,27.5,200.0,IL,0.62
136.7764561291342,25.0,27.5,225.0,CL,0.29
136.10666222783584,25.0,27.5,225.0,EL,0.8
124.3553554164366,25.0,27.5,225.0,IL,0.61
134.05106627473285,25.0,27.5,250.0,CL,0.29
133.61373496337677,25.0,27.5,250.0,EL,0.8
120.47751183108139,25.0,27.5,250.0,IL,0.61
133.22288685376694,25.0,27.5,275.0,CL,0.29
113.42519086788732,25.0,27.5,275.0,EL,0.79
127.40674696205133,25.0,27.5,275.0,IL,0.6
118.25022093219258,25.0,27.5,300.0,CL,0.28
115.51417214443197,25.0,27.5,300.0,EL,0.79
114.42383004073022,25.0,27.5,300.0,IL,0.6
129.9072193969535,25.0,30.0,200.0,CL,0.28
120.99687409420166,25.0,30.0,200.0,EL,0.79
130.61916928821904,25.0,30.0,200.0,IL,0.61
114.13390851997356,25.0,30.0,225.0,CL,0.28
120.38225844576526,25.0,30.0,225.0,EL,0.78
125.98728230938343,25.0,30.0,225.0,IL,0.61
132.26807912097408,25.0,30.0,250.0,CL,0.28
120.46881257330175,25.0,30.0,250.0,EL,0.78
128.14728441092524,25.0,30.0,250.0,IL,0.6
134.64944370590467,25.0,30.0,275.0,CL,0.28
127.89657970455761,25.0,30.0,275.0,EL,0.77
118.32398686884085,25.0,30.0,275.0,IL,0.6
113.11001953891345,25.0,30.0,300.0,CL,0.28
134.25247184752325,25.0,30.0,300.0,EL,0.77
113.03173527125968,25.0,30.0,300.0,IL,0.6
134.36754181710498,30.0,20.0,200.0,CL,0.31
125.7234283506803,30.0,20.0,200.0,EL,0.9
135.9766924628224,30.0,20.0,200.0,IL,0.65
132.46958089434165,30.0,20.0,225.0,CL,0.31
137.44835276333345,30.0,20.0,225.0,EL,0.89
121.26779538629276,30.0,20.0,225.0,IL,0.65
131.67970722327817,30.0,20.0,250.0,CL,0.31
122.54827284023105,30.0,20.0,250.0,EL,0.89
124.49689050759773,30.0,20.0,250.0,IL,0.65
128.18763658045924,30.0,20.0,275.0,CL,0.31
134.34192785465848,30.0,20.0,275.0,EL,0.88
137.10208672998237,30.0,20.0,275.0,IL,0.64
131.70683534661296,30.0,20.0,300.0,CL,0.31
122.94416955418335,30.0,20.0,300.0,EL,0.88
123.03392505692676,30.0,20.0,300.0,IL,0.64
130.93955753972227,30.0,22.5,200.0,CL,0.3
118.46942864420755,30.0,22.5,200.0,EL,0.87
115.26185282828487,30.0,22.5,200.0,IL,0.65
121.36555394101941,30.0,22.5,225.0,CL,0.3
119.68097479135204,30.0,22.5,225.0,EL,0.87
119.90770301139975,30.0,22.5,225.0,IL,0.64
118.34019377624774,30.0,22.5,250.0,CL,0.3
113.55232974090904,30.0,22.5,250.0,EL,0.86
112.94684836833534,30.0,22.5,250.0,IL,0.64
137.1930597434008,30.0,22.5,275.0,CL,0.3
123.19432834339656,30.0,22.5,275.0,EL,0.86
122.10816617899204,30.0,22.5,275.0,IL,0.64
129.49118206732675,30.0,22.5,300.0,CL,0.3
117.95634719662661,30.0,22.5,300.0,EL,0.86
136.24902959875564,30.0,22.5,300.0,IL,0.63
132.1586253603888,30.0,25.0,200.0,CL,0.29
114.73527505780649,30.0,25.0,200.0,EL,0.84
122.9395193946232,30.0,25.0,200.0,IL,0.64
134.4779576890541,30.0,25.0,225.0,CL,0.29
136.11830055728527,30.0,25.0,225.0,EL,0.84
124.18503778124675,30.0,25.0,225.0,IL,0.63
127.83528473026769,30.0,25.0,250.0,CL,0.29
116.67584865230188,30.0,25.0,250.0,EL,0.83
137.27921565342442,30.0,25.0,250.0,IL,0.63
118.29179253458608,30.0,25.0,275.0,CL,0.29
136.06829435337815,30.0,25.0,275.0,EL,0.83
128.7411662248092,30.0,25.0,275.0,IL,0.63
127.69341987197149,30.0,25.0,300.0,CL,0.29
125.31721277541271,30.0,25.0,300.0,EL,0.82
118.26674529294397,30.0,25.0,300.0,IL,0.62
116.9132008001377,30.0,27.5,200.0,CL,0.29
118.01215522675439,30.0,27.5,200.0,EL,0.82
117.16095655360637,30.0,27.5,200.0,IL,0.62
131.98961183916884,30.0,27.5,225.0,CL,0.29
121.25313147916825,30.0,27.5,225.0,EL,0.81
113.94606691408491,30.0,27.5,225.0,IL,0.62
136.72756575352028,30.0,27.5,250.0,CL,0.29
134.59464712408564,30.0,27.5,250.0,EL,0.81
135.69380707988032,30.0,27.5,250.0,IL,0.62
137.37269556616087,30.0,27.5,275.0,CL,0.29
116.84738123048719,30.0,27.5,275.0,EL,0.8
122.40605047256646,30.0,27.5,275.0,IL,0.61
131.4559618926023,30.0,27.5,300.0,CL,0.29
129.9005154513448,30.0,27.5,300.0,EL,0.8
116.34739765849638,30.0,27.5,300.0,IL,0.61
132.89582812476544,30.0,30.0,200.0,CL,0.29
118.11101429591652,30.0,30.0,200.0,EL,0.79
118.09544037056558,30.0,30.0,200.0,IL,0.62
125.92436057233535,30.0,30.0,225.0,CL,0.28
127.32349837104258,30.0,30.0,225.0,EL,0.79
127.00215519594528,30.0,30.0,225.0,IL,0.61
114.78717093494387,30.0,30.0,250.0,CL,0.28
134.4365215657595,30.0,30.0,250.0,EL,0.79
119.14000106471765,30.0,30.0,250.0,IL,0.61
115.7378730320701,30.0,30.0,275.0,CL,0.28
134.71870199672443,30.0,30.0,275.0,EL,0.78
136.39128745574385,30.0,30.0,275.0,IL,0.61
134.05319043163627,30.0,30.0,300.0,CL,0.28
132.73790186812195,30.0,30.0,300.0,EL,0.78
128.88104951597555,30.0,30.0,300.0,IL,0.6
126.27143426522848,35.0,20.0,200.0,CL,0.32
114.67466899778526,35.0,20.0,200.0,EL,0.9
122.71133032676747,35.0,20.0,200.0,IL,0.66
121.81721292530784,35.0,20.0,225.0,CL,0.31
118.99384459400815,35.0,20.0,225.0,EL,0.9
130.58550284221462,35.0,20.0,225.0,IL,0.66
124.89689337696927,35.0,20.0,250.0,CL,0.31
114.5261553976912,35.0,20.0,250.0,EL,0.9
118.00458004874528,35.0,20.0,250.0,IL,0.65
129.5814690914899,35.0,20.0,275.0,CL,0.31
114.40327148725751,35.0,20.0,275.0,EL,0.89
133.78017285121922,35.0,20.0,275.0,IL,0.65
124.87866317534936,35.0,20.0,300.0,CL,0.31
124.5146644331662,35.0,20.0,300.0,EL,0.89
127.31019461648793,35.0,20.0,300.0,IL,0.65
133.11702414812873,35.0,22.5,200.0,CL,0.31
121.19523019755482,35.0,22.5,200.0,EL,0.88
129.45040381397658,35.0,22.5,200.0,IL,0.65
126.64329909989478,35.0,22.5,225.0,CL,0.31
119.17570675423553,35.0,22.5,225.0,EL,0.88
134.46574965887896,35.0,22.5,225.0,IL,0.65
132.4356505401732,35.0,22.5,250.0,CL,0.3
128.96129586646063,35.0,22.5,250.0,EL,0.87
133.76454322735606,35.0,22.5,250.0,IL,0.65
134.18235502399506,35.0,22.5,275.0,CL,0.3
130.20907441787585,35.0,22.5,275.0,EL,0.87
133.4253332090918,35.0,22.5,275.0,IL,0.64
129.9367865417321,35.0,22.5,300.0,CL,0.3
129.5035192940075,35.0,22.5,300.0,EL,0.86
127.9652844553796,35.0,22.5,300.0,IL,0.64
131.31791598894102,35.0,25.0,200.0,CL,0.3
116.46512763232684,35.0,25.0,200.0,EL,0.85
134.52176897997322,35.0,25.0,200.0,IL,0.64
134.2960881936308,35.0,25.0,225.0,CL,0.29
113.23118207586398,35.0,25.0,225.0,EL,0.84
133.14541876411906,35.0,25.0,225.0,IL,0.64
115.72174668683613,35.0,25.0,250.0,CL,0.29
120.87797135647855,35.0,25.0,250.0,EL,0.84
131.0877064072902,35.0,25.0,250.0,IL,0.63
116.51899740120771,35.0,25.0,275.0,CL,0.29
132.94917560297657,35.0,25.0,275.0,EL,0.83
133.30335444894354,35.0,25.0,275.0,IL,0.63
125.18669334402091,35.0,25.0,300.0,CL,0.29
112.65964679292084,35.0,25.0,300.0,EL,0.83
119.67595332937282,35.0,25.0,300.0,IL,0.63
127.92317295939355,35.0,27.5,200.0,CL,0.29
137.0296544506856,35.0,27.5,200.0,EL,0.82
128.2953381754167,35.0,27.5,200.0,IL,0.63
118.99508952660399,35.0,27.5,225.0,CL,0.29
128.3501425774903,35.0,27.5,225.0,EL,0.82
125.99963449289639,35.0,27.5,225.0,IL,0.62
131.9961348787786,35.0,27.5,250.0,CL,0.29
115.17451597067397,35.0,27.5,250.0,EL,0.81
131.5256975625507,35.0,27.5,250.0,IL,0.62
126.03166446690275,35.0,27.5,275.0,CL,0.29
136.57480009647486,35.0,27.5,275.0,EL,0.81
121.04680415096715,35.0,27.5,275.0,IL,0.62
128.3155473283487,35.0,27.5,300.0,CL,0.29
135.80070263775045,35.0,27.5,300.0,EL,0.8
115.06274319976698,35.0,27.5,300.0,IL,0.61
135.93071218091129,35.0,30.0,200.0,CL,0.29
129.69714305752032,35.0,30.0,200.0,EL,0.8
114.1959264776293,35.0,30.0,200.0,IL,0.62
120.0240891736704,35.0,30.0,225.0,CL,0.29
130.20430221613205,35.0,30.0,225.0,EL,0.8
114.1837650367193,35.0,30.0,225.0,IL,0.62
127.05426150440684,35.0,30.0,250.0,CL,0.29
121.14707642382392,35.0,30.0,250.0,EL,0.79
128.02288794418692,35.0,30.0,250.0,IL,0.62
113.64355084531282,35.0,30.0,275.0,CL,0.28
134.2884201538094,35.0,30.0,275.0,EL,0.79
136.83722422943492,35.0,30.0,275.0,IL,0.61
136.72194638214228,35.0,30.0,300.0,CL,0.28
131.24129579357313,35.0,30.0,300.0,EL,0.78
115.7521560032658,35.0,30.0,300.0,IL,0.61
157.7478958778707,20.0,20.0,200.0,CL,0.21
135.73760749376405,20.0,20.0,200.0,EL,0.62
135.66370654586993,20.0,20.0,200.0,IL,0.45
144.70830657448624,20.0,20.0,225.0,CL,0.21
149.65929571213996,20.0,20.0,225.0,EL,0.61
158.1122225342338,20.0,20.0,225.0,IL,0.45
155.49886129819515,20.0,20.0,250.0,CL,0.2
148.37708119130244,20.0,20.0,250.0,EL,0.61
143.20879998844998,20.0,20.0,250.0,IL,0.44
164.91373500473134,20.0,20.0,275.0,CL,0.2
147.78543906707918,20.0,20.0,275.0,EL,0.61
148.54161072989027,20.0,20.0,275.0,IL,0.44
139.90871463575007,20.0,20.0,300.0,CL,0.2
158.84428646249788,20.0,20.0,300.0,EL,0.61
155.81046677344466,20.0,20.0,300.0,IL,0.44
141.6230883836628,20.0,22.5,200.0,CL,0.23
137.4714313684753,20.0,22.5,200.0,EL,0.68
155.4149790622414,20.0,22.5,200.0,IL,0.5
154.63533642843407,20.0,22.5,225.0,CL,0.23
143.19778580994628,20.0,22.5,225.0,EL,0.67
163.5259068675123,20.0,22.5,225.0,IL,0.5
139.531736753427,20.0,22.5,250.0,CL,0.23
147.97004403127806,20.0,22.5,250.0,EL,0.67
163.30847760502797,20.0,22.5,250.0,IL,0.5
147.59181950778367,20.0,22.5,275.0,CL,0.23
154.15577842992258,20.0,22.5,275.0,EL,0.67
146.92783193888383,20.0,22.5,275.0,IL,0.49
143.2264560704601,20.0,22.5,300.0,CL,0.23
164.51932943879484,20.0,22.5,300.0,EL,0.66
147.28002018945128,20.0,22.5,300.0,IL,0.49
161.82297611037404,20.0,25.0,200.0,CL,0.25
141.8986381767326,20.0,25.0,200.0,EL,0.73
141.3931411207525,20.0,25.0,200.0,IL,0.55
135.93402248653535,20.0,25.0,225.0,CL,0.25
154.55000476127654,20.0,25.0,225.0,EL,0.72
146.05579031171283,20.0,25.0,225.0,IL,0.54
160.9307474951891,20.0,25.0,250.0,CL,0.25
149.19629720074673,20.0,25.0,250.0,EL,0.72
164.04580283744164,20.0,25.0,250.0,IL,0.54
140.56576547109364,20.0,25.0,275.0,CL,0.24
161.05869503866833,20.0,25.0,275.0,EL,0.71
158.29790558375225,20.0,25.0,275.0,IL,0.54
158.12765533932156,20.0,25.0,300.0,CL,0.24
160.3434968435066,20.0,25.0,300.0,EL,0.71
157.83071972828998,20.0,25.0,300.0,IL,0.54
153.78660964894246,20.0,27.5,200.0,CL,0.27
138.93734633047163,20.0,27.5,200.0,EL,0.77
135.97578538473755,20.0,27.5,200.0,IL,0.59
162.6254354344706,20.0,27.5,225.0,CL,0.27
153.49950943562214,20.0,27.5,225.0,EL,0.77
158.8961187292853,20.0,27.5,225.0,IL,0.59
149.44567054537652,20.0,27.5,250.0,CL,0.27
138.51924566887183,20.0,27.5,250.0,EL,0.77
138.7555737660765,20.0,27.5,250.0,IL,0.58
155.56695861686913,20.0,27.5,275.0,CL,0.27
147.90917684698388,20.0,27.5,275.0,EL,0.76
141.0157418010101,20.0,27.5,275.0,IL,0.58
149.7478364022431,20.0,27.5,300.0,CL,0.27
136.92626811225404,20.0,27.5,300.0,EL,0.76
152.45914205743196,20.0,27.5,300.0,IL,0.58
143.06980213305292,20.0,30.0,200.0,CL,0.29
158.92677301911564,20.0,30.0,200.0,EL,0.82
144.3108587677072,20.0,30.0,200.0,IL,0.64
148.65660447245403,20.0,30.0,225.0,CL,0.29
135.34861619724302,20.0,30.0,225.0,EL,0.82
137.17340663383678,20.0,30.0,225.0,IL,0.64
146.77480669220054,20.0,30.0,250.0,CL,0.29
149.3981650415137,20.0,30.0,250.0,EL,0.82
153.0006164435791,20.0,30.0,250.0,IL,0.64
143.7498773612791,20.0,30.0,275.0,CL,0.29
155.84945658379627,20.0,30.0,275.0,EL,0.81
160.80367191567615,20.0,30.0,275.0,IL,0.63
158.39552966680048,20.0,30.0,300.0,CL,0.29
136.1885647604507,20.0,30.0,300.0,EL,0.81
149.41520841773487,20.0,30.0,300.0,IL,0.63
138.14790535254525,25.0,20.0,200.0,CL,0.17
142.26135047587582,25.0,20.0,200.0,EL,0.5
164.5998777980144,25.0,20.0,200.0,IL,0.36
