Thickness_mm,Modulus_GPa,LoadLevel_kN,Subgrade_K_MPam,LoadPosition,Flexure_SR
72.61,25.00,22.50,225.00,EL,1.85
81.46,25.00,22.50,225.00,IL,1.36
80.38,25.00,22.50,250.00,CL,0.67
73.93,25.00,22.50,250.00,EL,1.82
78.76,25.00,22.50,250.00,IL,1.33
78.82,25.00,22.50,275.00,CL,0.66
69.05,25.00,22.50,275.00,EL,1.78
81.04,25.00,22.50,275.00,IL,1.31
75.08,25.00,22.50,300.00,CL,0.66
79.90,25.00,22.50,300.00,EL,1.75
72.30,25.00,22.50,300.00,IL,1.28
80.93,25.00,25.00,200.00,CL,0.78
73.34,25.00,25.00,200.00,EL,2.01
67.66,25.00,25.00,200.00,IL,1.51
81.08,25.00,25.00,225.00,CL,0.77
68.87,25.00,25.00,225.00,EL,1.97
72.29,25.00,25.00,225.00,IL,1.48
81.75,25.00,25.00,250.00,CL,0.76
81.76,25.00,25.00,250.00,EL,1.93
76.10,25.00,25.00,250.00,IL,1.45
76.98,25.00,25.00,275.00,CL,0.76
74.23,25.00,25.00,275.00,EL,1.89
71.90,25.00,25.00,275.00,IL,1.42
72.43,25.00,25.00,300.00,CL,0.75
77.59,25.00,25.00,300.00,EL,1.86
78.79,25.00,25.00,300.00,IL,1.39
79.37,25.00,27.50,200.00,CL,0.83
79.34,25.00,27.50,200.00,EL,2.13
68.87,25.00,27.50,200.00,IL,1.61
74.92,25.00,27.50,225.00,CL,0.83
68.36,25.00,27.50,225.00,EL,2.08
75.74,25.00,27.50,225.00,IL,1.58
74.12,25.00,27.50,250.00,CL,0.82
80.82,25.00,27.50,250.00,EL,2.04
72.76,25.00,27.50,250.00,IL,1.55
69.26,25.00,27.50,275.00,CL,0.81
69.64,25.00,27.50,275.00,EL,2
78.92,25.00,27.50,275.00,IL,1.52
76.77,25.00,27.50,300.00,CL,0.81
69.02,25.00,27.50,300.00,EL,1.97
68.76,25.00,27.50,300.00,IL,1.49
78.01,25.00,30.00,200.00,CL,0.89
68.59,25.00,30.00,200.00,EL,2.24
79.83,25.00,30.00,200.00,IL,1.74
78.09,25.00,30.00,225.00,CL,0.88
68.72,25.00,30.00,225.00,EL,2.19
68.77,25.00,30.00,225.00,IL,1.7
82.30,25.00,30.00,250.00,CL,0.87
73.11,25.00,30.00,250.00,EL,2.15
73.06,25.00,30.00,250.00,IL,1.66
79.69,25.00,30.00,275.00,CL,0.87
81.71,25.00,30.00,275.00,EL,2.11
82.29,25.00,30.00,275.00,IL,1.63
78.80,25.00,30.00,300.00,CL,0.86
73.14,25.00,30.00,300.00,EL,2.07
68.75,25.00,30.00,300.00,IL,1.6
79.16,30.00,20.00,200.00,CL,0.57
75.88,30.00,20.00,200.00,EL,1.49
73.86,30.00,20.00,200.00,IL,1.08
81.10,30.00,20.00,225.00,CL,0.57
69.17,30.00,20.00,225.00,EL,1.46
74.89,30.00,20.00,225.00,IL,1.06
67.67,30.00,20.00,250.00,CL,0.56
74.53,30.00,20.00,250.00,EL,1.44
68.34,30.00,20.00,250.00,IL,1.04
69.28,30.00,20.00,275.00,CL,0.56
69.26,30.00,20.00,275.00,EL,1.42
77.24,30.00,20.00,275.00,IL,1.03
78.69,30.00,20.00,300.00,CL,0.55
76.25,30.00,20.00,300.00,EL,1.4
81.93,30.00,20.00,300.00,IL,1.01
73.12,30.00,22.50,200.00,CL,0.57
71.79,30.00,22.50,200.00,EL,1.62
80.53,30.00,22.50,200.00,IL,1.19
70.85,30.00,22.50,225.00,CL,0.57
81.95,30.00,22.50,225.00,EL,1.59
67.68,30.00,22.50,225.00,IL,1.17
82.05,30.00,22.50,250.00,CL,0.56
68.15,30.00,22.50,250.00,EL,1.56
80.87,30.00,22.50,250.00,IL,1.15
75.42,30.00,22.50,275.00,CL,0.56
82.39,30.00,22.50,275.00,EL,1.54
68.61,30.00,22.50,275.00,IL,1.13
75.81,30.00,22.50,300.00,CL,0.55
82.04,30.00,22.50,300.00,EL,1.51
75.35,30.00,22.50,300.00,IL,1.11
76.94,30.00,25.00,200.00,CL,0.65
77.94,30.00,25.00,200.00,EL,1.72
74.32,30.00,25.00,200.00,IL,1.3
76.91,30.00,25.00,225.00,CL,0.65
76.26,30.00,25.00,225.00,EL,1.69
81.02,30.00,25.00,225.00,IL,1.27
68.18,30.00,25.00,250.00,CL,0.64
71.71,30.00,25.00,250.00,EL,1.66
81.76,30.00,25.00,250.00,IL,1.25
80.85,30.00,25.00,275.00,CL,0.64
74.33,30.00,25.00,275.00,EL,1.63
76.80,30.00,25.00,275.00,IL,1.23
71.66,30.00,25.00,300.00,CL,0.64
70.32,30.00,25.00,300.00,EL,1.61
74.46,30.00,25.00,300.00,IL,1.21
72.80,30.00,27.50,200.00,CL,0.7
76.25,30.00,27.50,200.00,EL,1.83
68.67,30.00,27.50,200.00,IL,1.39
82.12,30.00,27.50,225.00,CL,0.7
82.29,30.00,27.50,225.00,EL,1.79
77.97,30.00,27.50,225.00,IL,1.36
75.54,30.00,27.50,250.00,CL,0.69
72.14,30.00,27.50,250.00,EL,1.76
79.71,30.00,27.50,250.00,IL,1.34
77.77,30.00,27.50,275.00,CL,0.69
69.94,30.00,27.50,275.00,EL,1.73
81.16,30.00,27.50,275.00,IL,1.31
79.84,30.00,27.50,300.00,CL,0.68
81.75,30.00,27.50,300.00,EL,1.7
78.39,30.00,27.50,300.00,IL,1.29
76.70,30.00,30.00,200.00,CL,0.75
73.77,30.00,30.00,200.00,EL,1.92
81.49,30.00,30.00,200.00,IL,1.49
80.49,30.00,30.00,225.00,CL,0.74
68.18,30.00,30.00,225.00,EL,1.89
67.90,30.00,30.00,225.00,IL,1.47
73.15,30.00,30.00,250.00,CL,0.74
79.66,30.00,30.00,250.00,EL,1.85
82.31,30.00,30.00,250.00,IL,1.44
69.76,30.00,30.00,275.00,CL,0.73
76.41,30.00,30.00,275.00,EL,1.82
73.21,30.00,30.00,275.00,IL,1.41
82.05,30.00,30.00,300.00,CL,0.73
80.13,30.00,30.00,300.00,EL,1.79
80.07,30.00,30.00,300.00,IL,1.39
74.53,35.00,20.00,200.00,CL,0.49
73.72,35.00,20.00,200.00,EL,1.3
71.60,35.00,20.00,200.00,IL,0.95
68.35,35.00,20.00,225.00,CL,0.49
80.47,35.00,20.00,225.00,EL,1.28
79.69,35.00,20.00,225.00,IL,0.93
82.50,35.00,20.00,250.00,CL,0.49
82.45,35.00,20.00,250.00,EL,1.26
75.83,35.00,20.00,250.00,IL,0.92
79.03,35.00,20.00,275.00,CL,0.48
81.67,35.00,20.00,275.00,EL,1.25
80.24,35.00,20.00,275.00,IL,0.9
71.21,35.00,20.00,300.00,CL,0.48
74.26,35.00,20.00,300.00,EL,1.23
69.44,35.00,20.00,300.00,IL,0.89
81.81,35.00,22.50,200.00,CL,0.49
76.59,35.00,22.50,200.00,EL,1.42
70.93,35.00,22.50,200.00,IL,1.04
77.58,35.00,22.50,225.00,CL,0.49
76.77,35.00,22.50,225.00,EL,1.39
72.87,35.00,22.50,225.00,IL,1.03
69.20,35.00,22.50,250.00,CL,0.49
77.57,35.00,22.50,250.00,EL,1.37
75.30,35.00,22.50,250.00,IL,1.01
79.08,35.00,22.50,275.00,CL,0.48
75.30,35.00,22.50,275.00,EL,1.35
80.28,35.00,22.50,275.00,IL,0.99
75.78,35.00,22.50,300.00,CL,0.48
75.91,35.00,22.50,300.00,EL,1.33
80.65,35.00,22.50,300.00,IL,0.98
73.55,35.00,25.00,200.00,CL,0.57
69.51,35.00,25.00,200.00,EL,1.51
67.93,35.00,25.00,200.00,IL,1.14
78.83,35.00,25.00,225.00,CL,0.56
76.80,35.00,25.00,225.00,EL,1.48
78.06,35.00,25.00,225.00,IL,1.12
70.69,35.00,25.00,250.00,CL,0.56
69.55,35.00,25.00,250.00,EL,1.46
67.72,35.00,25.00,250.00,IL,1.1
72.76,35.00,25.00,275.00,CL,0.55
76.35,35.00,25.00,275.00,EL,1.44
73.38,35.00,25.00,275.00,IL,1.08
74.06,35.00,25.00,300.00,CL,0.55
81.06,35.00,25.00,300.00,EL,1.42
72.72,35.00,25.00,300.00,IL,1.07
75.21,35.00,27.50,200.00,CL,0.61
79.25,35.00,27.50,200.00,EL,1.6
73.45,35.00,27.50,200.00,IL,1.22
76.83,35.00,27.50,225.00,CL,0.61
80.44,35.00,27.50,225.00,EL,1.57
81.74,35.00,27.50,225.00,IL,1.2
69.71,35.00,27.50,250.00,CL,0.6
81.40,35.00,27.50,250.00,EL,1.55
74.88,35.00,27.50,250.00,IL,1.18
71.37,35.00,27.50,275.00,CL,0.6
74.39,35.00,27.50,275.00,EL,1.52
82.20,35.00,27.50,275.00,IL,1.16
74.89,35.00,27.50,300.00,CL,0.59
72.43,35.00,27.50,300.00,EL,1.5
77.00,35.00,27.50,300.00,IL,1.14
71.10,35.00,30.00,200.00,CL,0.65
68.64,35.00,30.00,200.00,EL,1.69
69.43,35.00,30.00,200.00,IL,1.31
69.42,35.00,30.00,225.00,CL,0.64
69.78,35.00,30.00,225.00,EL,1.66
69.58,35.00,30.00,225.00,IL,1.29
77.11,35.00,30.00,250.00,CL,0.64
70.23,35.00,30.00,250.00,EL,1.63
72.69,35.00,30.00,250.00,IL,1.27
80.95,35.00,30.00,275.00,CL,0.64
74.61,35.00,30.00,275.00,EL,1.61
77.51,35.00,30.00,275.00,IL,1.25
70.08,35.00,30.00,300.00,CL,0.63
70.38,35.00,30.00,300.00,EL,1.58
68.11,35.00,30.00,300.00,IL,1.23
93.38,20.00,20.00,200.00,CL,0.48
95.57,20.00,20.00,200.00,EL,1.32
93.54,20.00,20.00,200.00,IL,0.96
91.77,20.00,20.00,225.00,CL,0.48
92.41,20.00,20.00,225.00,EL,1.3
99.22,20.00,20.00,225.00,IL,0.95
94.13,20.00,20.00,250.00,CL,0.48
97.29,20.00,20.00,250.00,EL,1.28
100.07,20.00,20.00,250.00,IL,0.93
103.81,20.00,20.00,275.00,CL,0.48
90.79,20.00,20.00,275.00,EL,1.27
105.99,20.00,20.00,275.00,IL,0.92
102.56,20.00,20.00,300.00,CL,0.47
91.64,20.00,20.00,300.00,EL,1.25
107.47,20.00,20.00,300.00,IL,0.91
108.42,20.00,22.50,200.00,CL,0.52
91.22,20.00,22.50,200.00,EL,1.44
95.54,20.00,22.50,200.00,IL,1.06
106.12,20.00,22.50,225.00,CL,0.52
104.97,20.00,22.50,225.00,EL,1.42
93.69,20.00,22.50,225.00,IL,1.05
94.19,20.00,22.50,250.00,CL,0.52
97.41,20.00,22.50,250.00,EL,1.4
99.69,20.00,22.50,250.00,IL,1.03
102.37,20.00,22.50,275.00,CL,0.51
97.38,20.00,22.50,275.00,EL,1.38
99.25,20.00,22.50,275.00,IL,1.02
104.95,20.00,22.50,300.00,CL,0.51
90.73,20.00,22.50,300.00,EL,1.36
95.05,20.00,22.50,300.00,IL,1.01
104.27,20.00,25.00,200.00,CL,0.56
107.90,20.00,25.00,200.00,EL,1.53
100.23,20.00,25.00,200.00,IL,1.16
100.64,20.00,25.00,225.00,CL,0.56
92.14,20.00,25.00,225.00,EL,1.51
98.95,20.00,25.00,225.00,IL,1.14
100.65,20.00,25.00,250.00,CL,0.55
94.85,20.00,25.00,250.00,EL,1.49
95.38,20.00,25.00,250.00,IL,1.13
97.55,20.00,25.00,275.00,CL,0.55
90.40,20.00,25.00,275.00,EL,1.47
96.44,20.00,25.00,275.00,IL,1.11
94.23,20.00,25.00,300.00,CL,0.54
96.55,20.00,25.00,300.00,EL,1.45
92.40,20.00,25.00,300.00,IL,1.1
107.81,20.00,27.50,200.00,CL,0.61
101.87,20.00,27.50,200.00,EL,1.63
103.58,20.00,27.50,200.00,IL,1.24
105.78,20.00,27.50,225.00,CL,0.6
99.97,20.00,27.50,225.00,EL,1.6
91.74,20.00,27.50,225.00,IL,1.22
100.74,20.00,27.50,250.00,CL,0.6
101.74,20.00,27.50,250.00,EL,1.58
104.91,20.00,27.50,250.00,IL,1.21
98.63,20.00,27.50,275.00,CL,0.6
92.55,20.00,27.50,275.00,EL,1.56
95.68,20.00,27.50,275.00,IL,1.19
97.26,20.00,27.50,300.00,CL,0.59
102.92,20.00,27.50,300.00,EL,1.54
101.42,20.00,27.50,300.00,IL,1.18
97.12,20.00,30.00,200.00,CL,0.65
109.73,20.00,30.00,200.00,EL,1.72
102.12,20.00,30.00,200.00,IL,1.34
94.74,20.00,30.00,225.00,CL,0.64
92.04,20.00,30.00,225.00,EL,1.7
93.06,20.00,30.00,225.00,IL,1.32
94.92,20.00,30.00,250.00,CL,0.64
93.21,20.00,30.00,250.00,EL,1.68
93.73,20.00,30.00,250.00,IL,1.3
95.70,20.00,30.00,275.00,CL,0.64
93.47,20.00,30.00,275.00,EL,1.65
107.94,20.00,30.00,275.00,IL,1.28
91.60,20.00,30.00,300.00,CL,0.63
100.49,20.00,30.00,300.00,EL,1.63
98.21,20.00,30.00,300.00,IL,1.27
109.65,25.00,20.00,200.00,CL,0.39
92.24,25.00,20.00,200.00,EL,1.08
97.96,25.00,20.00,200.00,IL,0.78
109.39,25.00,20.00,225.00,CL,0.39
107.31,25.00,20.00,225.00,EL,1.07
106.34,25.00,20.00,225.00,IL,0.78
95.16,25.00,20.00,250.00,CL,0.39
93.42,25.00,20.00,250.00,EL,1.05
103.37,25.00,20.00,250.00,IL,0.77
108.59,25.00,20.00,275.00,CL,0.39
101.14,25.00,20.00,275.00,EL,1.04
101.43,25.00,20.00,275.00,IL,0.76
95.60,25.00,20.00,300.00,CL,0.38
105.39,25.00,20.00,300.00,EL,1.03
93.74,25.00,20.00,300.00,IL,0.75
96.47,25.00,22.50,200.00,CL,0.43
98.51,25.00,22.50,200.00,EL,1.17
100.15,25.00,22.50,200.00,IL,0.87
94.85,25.00,22.50,225.00,CL,0.42
92.30,25.00,22.50,225.00,EL,1.16
102.21,25.00,22.50,225.00,IL,0.86
95.77,25.00,22.50,250.00,CL,0.42
101.62,25.00,22.50,250.00,EL,1.15
93.09,25.00,22.50,250.00,IL,0.85
99.62,25.00,22.50,275.00,CL,0.42
100.65,25.00,22.50,275.00,EL,1.14
91.04,25.00,22.50,275.00,IL,0.84
96.73,25.00,22.50,300.00,CL,0.41
92.69,25.00,22.50,300.00,EL,1.12
91.27,25.00,22.50,300.00,IL,0.83
109.80,25.00,25.00,200.00,CL,0.45
96.45,25.00,25.00,200.00,EL,1.25
106.20,25.00,25.00,200.00,IL,0.95
95.09,25.00,25.00,225.00,CL,0.45
103.63,25.00,25.00,225.00,EL,1.24
105.20,25.00,25.00,225.00,IL,0.94
101.91,25.00,25.00,250.00,CL,0.45
99.43,25.00,25.00,250.00,EL,1.22
98.24,25.00,25.00,250.00,IL,0.93
96.98,25.00,25.00,275.00,CL,0.44
108.59,25.00,25.00,275.00,EL,1.21
106.61,25.00,25.00,275.00,IL,0.92
109.30,25.00,25.00,300.00,CL,0.44
92.49,25.00,25.00,300.00,EL,1.2
104.62,25.00,25.00,300.00,IL,0.91
108.77,25.00,27.50,200.00,CL,0.49
93.62,25.00,27.50,200.00,EL,1.33
91.33,25.00,27.50,200.00,IL,1.02
104.82,25.00,27.50,225.00,CL,0.49
101.49,25.00,27.50,225.00,EL,1.32
106.84,25.00,27.50,225.00,IL,1
92.80,25.00,27.50,250.00,CL,0.49
105.91,25.00,27.50,250.00,EL,1.3
94.03,25.00,27.50,250.00,IL,0.99
93.27,25.00,27.50,275.00,CL,0.48
93.29,25.00,27.50,275.00,EL,1.29
106.29,25.00,27.50,275.00,IL,0.98
103.30,25.00,27.50,300.00,CL,0.48
100.46,25.00,27.50,300.00,EL,1.27
97.18,25.00,27.50,300.00,IL,0.97
107.54,25.00,30.00,200.00,CL,0.52
97.85,25.00,30.00,200.00,EL,1.41
106.33,25.00,30.00,200.00,IL,1.1
98.78,25.00,30.00,225.00,CL,0.52
97.54,25.00,30.00,225.00,EL,1.39
99.25,25.00,30.00,225.00,IL,1.08
96.03,25.00,30.00,250.00,CL,0.52
104.95,25.00,30.00,250.00,EL,1.38
100.05,25.00,30.00,250.00,IL,1.07
94.64,25.00,30.00,275.00,CL,0.52
107.99,25.00,30.00,275.00,EL,1.36
97.68,25.00,30.00,275.00,IL,1.06
100.87,25.00,30.00,300.00,CL,0.51
108.13,25.00,30.00,300.00,EL,1.35
102.48,25.00,30.00,300.00,IL,1.05
92.34,30.00,20.00,200.00,CL,0.33
108.80,30.00,20.00,200.00,EL,0.91
102.55,30.00,20.00,200.00,IL,0.66
96.70,30.00,20.00,225.00,CL,0.33
92.79,30.00,20.00,225.00,EL,0.9
105.88,30.00,20.00,225.00,IL,0.66
102.40,30.00,20.00,250.00,CL,0.33
100.67,30.00,20.00,250.00,EL,0.89
107.88,30.00,20.00,250.00,IL,0.65
105.77,30.00,20.00,275.00,CL,0.32
93.03,30.00,20.00,275.00,EL,0.89
96.23,30.00,20.00,275.00,IL,0.65
94.97,30.00,20.00,300.00,CL,0.32
104.88,30.00,20.00,300.00,EL,0.88
90.67,30.00,20.00,300.00,IL,0.64
101.40,30.00,22.50,200.00,CL,0.36
105.25,30.00,22.50,200.00,EL,0.99
107.54,30.00,22.50,200.00,IL,0.74
96.84,30.00,22.50,225.00,CL,0.36
106.43,30.00,22.50,225.00,EL,0.98
92.21,30.00,22.50,225.00,IL,0.73
106.93,30.00,22.50,250.00,CL,0.35
92.55,30.00,22.50,250.00,EL,0.97
97.95,30.00,22.50,250.00,IL,0.72
105.95,30.00,22.50,275.00,CL,0.35
93.00,30.00,22.50,275.00,EL,0.97
94.59,30.00,22.50,275.00,IL,0.71
104.45,30.00,22.50,300.00,CL,0.35
104.40,30.00,22.50,300.00,EL,0.96
102.82,30.00,22.50,300.00,IL,0.71
103.88,30.00,25.00,200.00,CL,0.38
100.85,30.00,25.00,200.00,EL,1.06
95.04,30.00,25.00,200.00,IL,0.8
96.91,30.00,25.00,225.00,CL,0.38
93.63,30.00,25.00,225.00,EL,1.05
108.17,30.00,25.00,225.00,IL,0.79
101.67,30.00,25.00,250.00,CL,0.38
98.02,30.00,25.00,250.00,EL,1.04
99.24,30.00,25.00,250.00,IL,0.79
108.95,30.00,25.00,275.00,CL,0.37
93.07,30.00,25.00,275.00,EL,1.03
101.72,30.00,25.00,275.00,IL,0.78
100.12,30.00,25.00,300.00,CL,0.37
102.23,30.00,25.00,300.00,EL,1.02
90.36,30.00,25.00,300.00,IL,0.77
107.44,30.00,27.50,200.00,CL,0.41
108.64,30.00,27.50,200.00,EL,1.13
101.30,30.00,27.50,200.00,IL,0.86
103.93,30.00,27.50,225.00,CL,0.41
108.45,30.00,27.50,225.00,EL,1.12
104.14,30.00,27.50,225.00,IL,0.85
93.05,30.00,27.50,250.00,CL,0.41
101.53,30.00,27.50,250.00,EL,1.11
102.13,30.00,27.50,250.00,IL,0.84
98.48,30.00,27.50,275.00,CL,0.41
104.73,30.00,27.50,275.00,EL,1.1
108.69,30.00,27.50,275.00,IL,0.84
108.51,30.00,27.50,300.00,CL,0.41
99.02,30.00,27.50,300.00,EL,1.08
92.26,30.00,27.50,300.00,IL,0.83
109.70,30.00,30.00,200.00,CL,0.44
106.78,30.00,30.00,200.00,EL,1.2
92.49,30.00,30.00,200.00,IL,0.93
108.42,30.00,30.00,225.00,CL,0.44
107.40,30.00,30.00,225.00,EL,1.18
100.38,30.00,30.00,225.00,IL,0.92
101.83,30.00,30.00,250.00,CL,0.44
97.98,30.00,30.00,250.00,EL,1.17
91.10,30.00,30.00,250.00,IL,0.91
96.70,30.00,30.00,275.00,CL,0.43
106.06,30.00,30.00,275.00,EL,1.16
90.09,30.00,30.00,275.00,IL,0.9
96.67,30.00,30.00,300.00,CL,0.43
97.96,30.00,30.00,300.00,EL,1.15
100.75,30.00,30.00,300.00,IL,0.89
108.40,35.00,20.00,200.00,CL,0.29
96.93,35.00,20.00,200.00,EL,0.79
96.94,35.00,20.00,200.00,IL,0.58
104.75,35.00,20.00,225.00,CL,0.28
99.04,35.00,20.00,225.00,EL,0.78
94.49,35.00,20.00,225.00,IL,0.57
99.05,35.00,20.00,250.00,CL,0.28
92.82,35.00,20.00,250.00,EL,0.78
93.53,35.00,20.00,250.00,IL,0.57
99.97,35.00,20.00,275.00,CL,0.28
98.38,35.00,20.00,275.00,EL,0.77
108.30,35.00,20.00,275.00,IL,0.56
97.25,35.00,20.00,300.00,CL,0.28
101.61,35.00,20.00,300.00,EL,0.76
102.65,35.00,20.00,300.00,IL,0.56
90.26,35.00,22.50,200.00,CL,0.31
103.27,35.00,22.50,200.00,EL,0.86
93.56,35.00,22.50,200.00,IL,0.64
109.22,35.00,22.50,225.00,CL,0.31
92.97,35.00,22.50,225.00,EL,0.85
98.29,35.00,22.50,225.00,IL,0.63
91.71,35.00,22.50,250.00,CL,0.31
109.94,35.00,22.50,250.00,EL,0.85
100.04,35.00,22.50,250.00,IL,0.63
101.91,35.00,22.50,275.00,CL,0.3
91.34,35.00,22.50,275.00,EL,0.84
105.00,35.00,22.50,275.00,IL,0.62
94.20,35.00,22.50,300.00,CL,0.3
107.96,35.00,22.50,300.00,EL,0.83
94.10,35.00,22.50,300.00,IL,0.62
93.81,35.00,25.00,200.00,CL,0.33
90.73,35.00,25.00,200.00,EL,0.92
99.44,35.00,25.00,200.00,IL,0.7
101.30,35.00,25.00,225.00,CL,0.33
91.31,35.00,25.00,225.00,EL,0.91
105.51,35.00,25.00,225.00,IL,0.69
99.07,35.00,25.00,250.00,CL,0.33
100.49,35.00,25.00,250.00,EL,0.9
98.82,35.00,25.00,250.00,IL,0.68
98.02,35.00,25.00,275.00,CL,0.32
101.19,35.00,25.00,275.00,EL,0.9
93.10,35.00,25.00,275.00,IL,0.68
93.64,35.00,25.00,300.00,CL,0.32
107.24,35.00,25.00,300.00,EL,0.89
108.92,35.00,25.00,300.00,IL,0.67
97.47,35.00,27.50,200.00,CL,0.36
95.41,35.00,27.50,200.00,EL,0.98
102.88,35.00,27.50,200.00,IL,0.75
98.17,35.00,27.50,225.00,CL,0.36
90.51,35.00,27.50,225.00,EL,0.97
93.12,35.00,27.50,225.00,IL,0.74
104.32,35.00,27.50,250.00,CL,0.35
103.18,35.00,27.50,250.00,EL,0.96
90.54,35.00,27.50,250.00,IL,0.73
94.44,35.00,27.50,275.00,CL,0.35
94.62,35.00,27.50,275.00,EL,0.95
103.44,35.00,27.50,275.00,IL,0.73
90.39,35.00,27.50,300.00,CL,0.35
92.08,35.00,27.50,300.00,EL,0.95
106.00,35.00,27.50,300.00,IL,0.72
93.57,35.00,30.00,200.00,CL,0.38
103.05,35.00,30.00,200.00,EL,1.04
94.76,35.00,30.00,200.00,IL,0.81
91.99,35.00,30.00,225.00,CL,0.38
94.86,35.00,30.00,225.00,EL,1.03
104.45,35.00,30.00,225.00,IL,0.8
107.11,35.00,30.00,250.00,CL,0.38
106.60,35.00,30.00,250.00,EL,1.02
97.94,35.00,30.00,250.00,IL,0.79
103.36,35.00,30.00,275.00,CL,0.37
94.10,35.00,30.00,275.00,EL,1.01
95.86,35.00,30.00,275.00,IL,0.79
107.93,35.00,30.00,300.00,CL,0.37
90.26,35.00,30.00,300.00,EL,1
91.71,35.00,30.00,300.00,IL,0.78
117.70,20.00,20.00,200.00,CL,0.31
113.16,20.00,20.00,200.00,EL,0.88
117.04,20.00,20.00,200.00,IL,0.64
127.08,20.00,20.00,225.00,CL,0.31
123.04,20.00,20.00,225.00,EL,0.87
134.82,20.00,20.00,225.00,IL,0.63
132.94,20.00,20.00,250.00,CL,0.31
121.05,20.00,20.00,250.00,EL,0.87
118.99,20.00,20.00,250.00,IL,0.63
121.99,20.00,20.00,275.00,CL,0.3
127.26,20.00,20.00,275.00,EL,0.86
119.20,20.00,20.00,275.00,IL,0.62
128.10,20.00,20.00,300.00,CL,0.3
122.74,20.00,20.00,300.00,EL,0.85
126.30,20.00,20.00,300.00,IL,0.62
123.40,20.00,22.50,200.00,CL,0.3
119.86,20.00,22.50,200.00,EL,0.85
136.21,20.00,22.50,200.00,IL,0.63
131.59,20.00,22.50,225.00,CL,0.3
116.00,20.00,22.50,225.00,EL,0.85
134.21,20.00,22.50,225.00,IL,0.63
124.69,20.00,22.50,250.00,CL,0.3
134.86,20.00,22.50,250.00,EL,0.84
132.50,20.00,22.50,250.00,IL,0.62
123.13,20.00,22.50,275.00,CL,0.3
113.06,20.00,22.50,275.00,EL,0.84
119.22,20.00,22.50,275.00,IL,0.62
126.04,20.00,22.50,300.00,CL,0.29
128.34,20.00,22.50,300.00,EL,0.83
118.95,20.00,22.50,300.00,IL,0.61
115.98,20.00,25.00,200.00,CL,0.29
133.37,20.00,25.00,200.00,EL,0.82
137.11,20.00,25.00,200.00,IL,0.62
125.64,20.00,25.00,225.00,CL,0.29
116.79,20.00,25.00,225.00,EL,0.81
119.31,20.00,25.00,225.00,IL,0.62
112.96,20.00,25.00,250.00,CL,0.29
135.36,20.00,25.00,250.00,EL,0.81
115.44,20.00,25.00,250.00,IL,0.61
126.91,20.00,25.00,275.00,CL,0.28
119.35,20.00,25.00,275.00,EL,0.8
126.35,20.00,25.00,275.00,IL,0.61
128.79,20.00,25.00,300.00,CL,0.28
133.24,20.00,25.00,300.00,EL,0.8
117.66,20.00,25.00,300.00,IL,0.6
112.77,20.00,27.50,200.00,CL,0.29
115.92,20.00,27.50,200.00,EL,0.8
135.00,20.00,27.50,200.00,IL,0.61
134.35,20.00,27.50,225.00,CL,0.29
127.44,20.00,27.50,225.00,EL,0.79
127.51,20.00,27.50,225.00,IL,0.6
129.13,20.00,27.50,250.00,CL,0.28
116.88,20.00,27.50,250.00,EL,0.78
135.36,20.00,27.50,250.00,IL,0.6
122.97,20.00,27.50,275.00,CL,0.28
122.08,20.00,27.50,275.00,EL,0.78
125.47,20.00,27.50,275.00,IL,0.59
113.67,20.00,27.50,300.00,CL,0.28
116.66,20.00,27.50,300.00,EL,0.77
130.95,20.00,27.50,300.00,IL,0.59
114.57,20.00,30.00,200.00,CL,0.28
127.58,20.00,30.00,200.00,EL,0.78
118.63,20.00,30.00,200.00,IL,0.6
122.23,20.00,30.00,225.00,CL,0.28
119.72,20.00,30.00,225.00,EL,0.77
121.39,20.00,30.00,225.00,IL,0.6
130.48,20.00,30.00,250.00,CL,0.28
119.93,20.00,30.00,250.00,EL,0.76
126.66,20.00,30.00,250.00,IL,0.59
124.40,20.00,30.00,275.00,CL,0.28
129.09,20.00,30.00,275.00,EL,0.76
135.92,20.00,30.00,275.00,IL,0.59
130.81,20.00,30.00,300.00,CL,0.28
117.87,20.00,30.00,300.00,EL,0.75
113.28,20.00,30.00,300.00,IL,0.58
119.06,25.00,20.00,200.00,CL,0.31
127.38,25.00,20.00,200.00,EL,0.89
113.79,25.00,20.00,200.00,IL,0.65
124.91,25.00,20.00,225.00,CL,0.31
127.42,25.00,20.00,225.00,EL,0.89
120.86,25.00,20.00,225.00,IL,0.64
131.77,25.00,20.00,250.00,CL,0.31
115.16,25.00,20.00,250.00,EL,0.88
114.38,25.00,20.00,250.00,IL,0.64
130.70,25.00,20.00,275.00,CL,0.31
124.89,25.00,20.00,275.00,EL,0.87
129.71,25.00,20.00,275.00,IL,0.64
123.37,25.00,20.00,300.00,CL,0.31
118.66,25.00,20.00,300.00,EL,0.87
132.98,25.00,20.00,300.00,IL,0.63
132.49,25.00,22.50,200.00,CL,0.3
129.87,25.00,22.50,200.00,EL,0.87
119.30,25.00,22.50,200.00,IL,0.64
127.26,25.00,22.50,225.00,CL,0.3
121.52,25.00,22.50,225.00,EL,0.86
114.79,25.00,22.50,225.00,IL,0.64
135.43,25.00,22.50,250.00,CL,0.3
115.92,25.00,22.50,250.00,EL,0.86
136.26,25.00,22.50,250.00,IL,0.63
123.65,25.00,22.50,275.00,CL,0.3
